isim
Adnan Tunalı
Dogu Blok
Dolunay Obruk
Drain of Impurity
Dreamtone
Ecem Erkek
Edgeflame
Erberk Eryılmaz
Eren Süalp
Erol Deran
Evrim Akın
Eylem Pelit
Ferit Sıdal
Figen Genç
Forgotten
Frozen Scars
Fungu
Gece
Genorbit
Grotesque Ceremonium
Güvenç Dağüstün
Harun Tekin
Hawk
Hazy Hill
Heavy Sky
Kamerhan Turan
Kaptan Kadavra
Kathastrophobia
Kendimden Hallice
Kâmil Erdem
Lider
Lin Pesto
Lost Infinity
Maegi
Magick
Meral Okay
Meshum
Murat Buket
Mısırlı Ahmet
Nem
Nettlethrone
Neva Özgen
Nilgün Özer
Nükleer Başlıklı Kız
Ohash
Ohol Yeg
Old G
Ominous Grief
Ondolindë
Onur Ormen
Perdenin Ardındakiler
Raven Woods
Rektal Tuşe
RockA
Sade
Sakin
Saspent
Sceptic Age
Seda Bağcan
Sedat Anar
Self Torture
Selva Erdener
Sera Savaş
Serenad Bağcan
Seth.ECT
Shrine of Denial
Sibel Köse
Silence and Agony
Sinan Cem Eroğlu
Sinağrit Baba
Soft Analog
Softa
Sokak Köpekleri
Son Feci Bisiklet
Spinners
Suicide
Sumru Ağıryürüyen
TNK
Tanju Duru
The Madcap
The Sarcophagus
Thrashfire
Toros Can
Witchtrap
Yahya Dai
Yaşlı Amca
Yıldırım Türker
Zenith Maudlin
melted
plein de vie.
uclercagri
İclal Aydın
İdil Biret
İmer Demirer
İnsan Mıyız
İzzet Öz
Şirin Pancaroğlu
Alp Turaç
Axxen Conners
Booze Serpent
Erdal İyiöz
Murat Salman
Sezen Cumhur Önal
İlhan Baran
Dilek Türkan
Hüseyin Ertunç
Nesrin Körükçü
Çağatay Akyol
Şükrü Tunar
Akın Aral
Ali Doğan Gönültaş
Hüseyin Korkankorkmaz
Utku Ünal
Ahmet Yamacı
Hamit Çine
Alper Narman
Assassination
Barbaros Erköse
Death Project
Edna
Erdal Özyağcılar
Erkan Can
Halil Ergün
King White
Mahmut Orhan
Mehmet Emin Ay
Mercan Dede
Metaroth
Nezih Uzel
Reşat Özpirinçci
Sakatat
Serkan Alkan
Sezer Uysal
She Past Away
Volkan Caner
Witness
İlhan İrem
Arif Sami Toker
Bâki Kemancı
Kreş
Teoman Alpay
Mehmet Erbulan
Sabite Tur Gülerman
Aysel Gürel
Emin Gürsoy
MRF
Ruby
Talip Özkan
Ulaş Kurtuluş Ünlü
Ahmed Arif
Cahit Sıtkı Tarancı
Celal Güzelses
Ender Ergün
Kudsi Erguner
Mehmet Akbaş
Pınar Ayhan
Deli Selim
Selim Sesler
Devrim Kaya
İkra
Cemal Süreya
Davut Sularî
Özay Gönlüm
İlyas Yalçıntaş
İsmail Özden
Muharrem Akkuş
Mükerrem Kemertaş
Raci Alkır
Akdeniz Erbaş
Asya
Black Omen
Bulut Gülen
Ceg
Drunk High Jinks
Engin Öztürk
Ercan Irmak
Farabi
Glabrezu
Gürer Aykal
Kaan Elitok
Kırık Çizgi
Malefic Order
Murat Çolak
Müfide İnselel
Obscurity
On Your Horizon
Necdet Yaşar
Özlem Taner
Bedri Rahmi Eyüboğlu
Picoğlu Osman
Numan Acar
Cem Erman
Hilmi Yarayıcı
EGE!
Erol Uras
Nevit Kodallı
Turbo Turabi
110
123
Aaron Kohen
Abidin Dino
Acid Work
Adrenalin
Adviruz
Adytum
Aegnor
Age Reform
Ah! Kosmos
Ahmet Altınel
Ahmet Kenan Bilgiç
Ahmet Sendil
Ahmet Yatman
Ahmet Özden
Ahmet İhvani
Ahu Gural
Ahuzar
Aka Gündüz Kutbay
Akın Eldes
Alen Konakoğlu
Ali Erenus
Alkera
Alpaslan Ertüngealp
Alper Maral
Altar
Altona
Anima
Anjelika Akbar
Anoreksi
Antisilence
Apartmanlar
Apsent
Ars Longa
Art Diktatör
Arto Tunçboyacıyan
Arya
Asafated
Ascraeus
Asena Akan
Aslı Omağ
Ati ve Aşk Üçgeni
Avernus
Aybars İbak
Aydın Esen
Aydın Karabulut
Ayhan Sicimoğlu
Ayla Erduran
Aytac Kart
Aytekin Ataş
Ayça Şen
Ayşe Saran
Aziz Nesin
Aşkın Tuna
Badluck
Bahadır Uludağlar
Bahadırhan Koçer
Baki Duyarlar
Barış Pirhasan
Batuhan Bozkurt
Batuhan Polat
Bağzıları
Başak Yavuz
Başar Ünder
Bilal Karaman
Bilge Günaydın
Bioject
Birileri
Birkan Nasuhoğlu
Birkan Şener
Black Front
Blank Wall Season
Brek
Bunu Sen İstedin
Burak Bedikyan
Buz
Buğra Uğur
Böbrek Soundsystem
Bülent Arel
Bülent Ecevit
Bülent Evcil
Büyük Ev Ablukada
Can Güngör
Catafalque
Causeyoufair
Celil Refik Kaya
Cem Doğan
Cemil Demirsipahi
Cemiyette Pişiyorum
Cemre Kemer
Cenazede Erekteyim
Cengiz Baysal
Cengiz Köroğlu
Cenk Erdoğan
Cevdet Erek
Chopstick Suicide
Cihat Aşkın
Cinuçen Tanrıkorur
Comma
Congulus
Core
Crimson Hill
Critical Mass
Crunch
Crushem
Cüneyd Orhon
Cüneyt Sepetçi
Cüneyt Türel
D2GG
DANdadaDAN
DDR
Dahakara
Dağhan Baydur
Death Room
Decaying Purity
Decoy
Dede Efendi
Deggial
Deniz Kızı Eftalya
Deniz Taşar
Deniz Tekin
Deniz Türkali
Depressive Mode
Derivate
Derya Köroğlu
Derya Türkan
Desecrate
Dethkrüsh
Diabolizer
Dilan Balkay
Dionysian
Dirty Black
Disembowled
Dishearten
Dolapdere Big Gang
Dolu Kadehi Ters Tut
Dorian
ELZ and The Cult
Ebonsight
Ece Özel
Ekin Fil
Electrocute
Elif Çağlar
Emergency Broadcast
Emir Işılay
Emre Kula
Emre Yıldırım
Engin Gürkey
Engulfed
Ercüment Batanay
Erdal Akyol
Erdem Helvacıoğlu
Erdem Sökmen
Erdem Yetim
Erdinç Ünlü
Erhan Bayrak
Erkin Gören
Ertan Tekin
Esat Ekincioglu
Etnik Sentetik
Exnun
Fahir Atakoğlu
Fahire Fersan
Fahrettin Yarkın
Fahrettin Çimenli
False in Truth
Fazıl Say
Feridun Ertaşkan
Ferit Tüzün
Feryin Kaya
Fikret Kuşkan
Fikret Şeneş
Firat Durak
Fluctuosa
Fosil
Frapan
Fuat Kent
Fulya Özlem
Furkan Kızılay
Furtherial
GRi
Gantz
Garo Mafyan
Genco Erkal
Gevende
Glorian
GodBud
Golem
Gooseflesh
Gore Dimension
Gren
Grup Ekin
Gutfed
Gökalp Baykal
Gökhan Goralı
Gökhan Şahinkaya
Göksel Baktagir
Güher & Süher Pekinel
Gülay Diri
Gülden Gökşen
Gülse Birsel
Gülsin Onay
Gülten Benli
Günce Acı
Güncel Gürsel Artıktay
Güney Marlen
Güray Aktalay
Gürcan Yaman
Güven Kıraç
Hacı Ârif Bey
Hakan Eren
Hakan Güngör
Halis Bütünley
Hasan Cihat Örter
Hasan Uçarsu
Hatice Doğan Sevinç
Hatred Barricade
Hay Bin Kunduz
Hazel
Hedonutopia
Helak
Hellsodomy
Heretic Soul
Hezarfen Ensemble
Hulki Saner
Hüseyin Sermet
Hüseyin Yıldız
INJI
Ida Kavafian
Infected
Infernal Carnage
Inhuman Depravity
Insistence
Iskeletor
Islak Köpek
Islandman
Istanbul Oriental Ensemble
Jakuzi
Jale
Janet & Jak Esim
Jornada del Muerto
Joseph Ali
Kaan Pars
Kaan's Exile
Kafabindünya
Kahraman Şeref
Kam Ata
Kamuran Yarkın
Kaosmos
Kaplan
Kardeş Türküler
Kargalar
Kaç Canım Kalmış
Kemal Sahir Gürel
Kerem Görsev
Kes
Khepra
Kim Ki O
King Fifi
Kitschcraft
Klaustro
Knight Errant
Komadub
Konstrukt
Koray Kantarcıoğlu
Korhan Erel
Korhan Futacı & Kara Orkestra
Kronik
Kst
Kuaför Cengiz
Kuan
Kudret Öztoprak
Kufura
Kutay Soyocak
Kâbus
Kıvanch K
Laço Tayfa
Levent Altındağ
Listana
Maestro
Magick Mass
Mai
Make Mama Proud
Malt
Marten Yorgantz
Mavi Güneş 69
Mehmet Akatay
Mehmet Ali Şimayli
Mehmet Arif Erdebil
Mehmet Erenler
Mehmet Ergin
Mehmet Refik Kaya
Mehmet Soyarslan
Mekanik
Melis Danişmend
Melâhat Pars
Memet Ali Alabora
Mercan Erzincan
Meriç Başaran
Merry's Funeral
Mert Canka
Metalium
Metin Bükey
Metro
Mind Shifter
Mira
Mithra
Moribund Oblivion
Moribund Youth
Muammer Ketencoğlu
Muammer Tokmak
Multitap
Munip Utandı
Murat Aydemir
Murat Hasarı
Murat Çekem
Murathan Mungan
Mustafa Toygun Özdemir
Mustafa Yazicioglu
Muzaffer Özpınar
My Garden
Myotis Treble
Münir Nurettin Beken
Münir Nurettin Selçuk
Mısırlı İbrahim Efendi
Nada
Necil Kâzım Akses
Necip Mahfuz
Neco
Nekizm
Nemrud
Neon
Neoplast
Nev
Nevzat Akay
Neyse
Nez
Neşet Ruacan
Nihil Kaos
Nilgün Yüksel
Nilüfer Açıkalın
Niyazi Sayın
No Land
Nodul
Noisy Sins of the Insect
Nubar Tekyay
Nurseli İdiz
OTR
Oak
Oceanvs Orientalis
Omerar Nanda
Onur Atmaca
Onur Aydın
Onur Özer
Orhan Osman
Orhan Pamuk
Orhan Veli Kanık
Orhan Şevki
Ori
Orient Expressions
Osman İşmen
Oya Başar
Ozan Çam
Ozgur Ozkan
Ozoyo
Pagan
Palmiyeler
Panik
Panøpsis
Parham A.G
Persecutory
Peyk
Pinar Toprak
Pitohui
Polarized
Portecho
Proudpilot
Pınar Sağ
Quartet Muartet
Radical Noise
Radikal
Ramadan
Rana Erkan
Razor Inc.
Rebel Moves
Refik Hakan Talu
Rehber
Ria
Richard Hamer
Ronnin
Rüstem Mustafa
Saatleri ayarlama enstitüsü
Sabhankra
Sadi Işılay
Sails of Serenity
Saints 'N' Sinners
Samim Karaca
Sarinvomit
Sarp Maden
Sarp Yilmaz
Sattas
Secondhand Underpants
Seda Erciyes
Sedef Sebüktekin
Selahattin İçli
Selim Bölükbaşı
Selim Demirdelen
Selim Selçuk
Seni Görmem İmkansız
Serdar Kökçeoğlu
Serdar Öztop
Seretan
Serin
Serkan Kula
Seta Tanyel
Seval Eroğlu
Seyyan Hanım
Sezgin Alkan
Siddhartha
Simge Pınar
Skapova
Soaked
Sociopath
Son Fersah
Soner Soyer
Soul Sacrifice
Sovak
Sultana
Sumatran Black
Sunfear
Supereich
Sûr Solo Project
Süleyman Erguner
Tahir Aydoğdu
Tahribad-ı İsyan
Tampon
Tanburi Cemil Bey
Taner Sayacıoğlu
Taner Şener
Tarık Aslan
Tatu Fly?
Teke
Telvin
The Away Days
The Climb
The Erköse Ensemble
The Leavers
The Ousted
The Raws
Thrown to the Sun
Timur Atasever
Tolga Fidan
Tolga Tüzün
Tolga Yayalar
Tolgahan Çoğulu
Travma
Trio Mrio
Tuluyhan Uğurlu
Tuna Pase
Tuna Ötenel
Tuncay Balcı
Tunç Çakır
Turan Engin
Turgut Alp Bekoğlu
Turmoil
Tuğçe Şenoğul
Türker Çolak
Ugly Shadows
Ugur Project
Ulaş Pakkan
Ulaş Özdemir
Ultimate Blowup
Uluru
Ulvi Cemal Erkin
Umut Çağlar
Undertakers
Unowned
UÇK Grind
Vae Victis
Valjeta
Vega
Vengeful Ghoul
Verda Erman
Victoria Kamhi
Viva la Luna
Volkan Yilmaz
Vortex of Clutter
Whisky
Wilsondub
Xir
Yakaza Ensemble
Yalçın Tura
Yase
Yasemin Yürük
Yaşar Okur
Yedinci Ev
Yerçekimi
Yok Öyle Kararlı Şeyler
Yusuf Alev
Yusuf Bütünley
Yücel Paşmakçı
Yıldız Kenter
Yılmaz Bişer
Yılmaz Karakoyunlu
ZeN
Zeki Arif Ataergin
Zeynettin Maraş
Zi Punt
Zibe
Zozo
bANDiSTA
biblo
küçük İskender
maSKott
rody dünyada
vicotüco
Çağlar Haznedaroğlu
Çağrı Erdem
Çağrı Sertel
Çağıl Kaya
Çiğdem Aslan
Çıkıntı
Önder Focan
Öykü Koçoğlu
Özay Fecht
Özcan Saraç
Özge Özkan
Özgün Semerci
Özkan Manav
Özlem Yılmaz
Ülkü Aker
Ülkü Erakalın
Üçnoktabir
İdo Tatlıses
İhtiyaç Molası
İlham Gencer
İlhan Erşahin
İlhan Mimaroğlu
İlhan Usmanbaş
İlkay Akkaya
İncesaz
İnci Çayırlı
İrem Candar
İrem Derici
İskender Paydaş
İsmail Bezirci
İsmail Tunçbilek
İsmet Sıral
İstanbul Blues Kumpanyası
İstanbul Devlet Klasik Türk Müziği Korosu
İstanbul Erkek Lisesi
İstanbul Strings
İstanbul Tarihi Türk Müziği Topluluğu
İzzettin Ökte
Şam
Şebnem Paker
Şebnem Sönmez
Şeref Canku
Şerif Muhittin Targan
Şerif Yüzbaşıoğlu
Şükrü Kabacı
330
Affliction
Ahmed Adnan Saygun
Alem-i Adastra
Attila İlhan
Aziz Şenol Filiz
AИGL
Balina
Burçin Büke
Cashflow
Cloud Theory
Deniz Kurtel
Devoured Elysium
ERU
Ercan Ateş
Gates of Eternity
Gülçin Santırcıoğlu
Hakan Kurtaş
Hale Gür
Hecatomb
In Between
Isaac Algazi
Ketum
Kum
Kırıka
Lale Oraloğlu
Let It Flow
Leviathan
Maho G
Mecaz
Mehmet Can Özer
Merhum
Nazan Çalın
Notwithstanding
Nurhat Şensesli
Oculos
One Against All
One More Page
Pi
Remains
Sagaris
Salih Korkut Peker
Sanr
Scenes We Have Missed
Selmi Andak
Serhat Durmus
Set
Sirannon
Soygun
VONN
Valefor
Volkan Öktem
When Night Leaves Again
Yabgu
Yiğit Özşener
Yüz Karası
itimat
İbrahim Yavuz Yükselsin
İkiye On Kala
İmpala
İndigo
Şevket Akıncı
Sinan Çelik
Fredd
Death Oath
Oğuz Büyükberber
Burhan Öçal
Legion
Nedim Nalbantoğlu
İsmail Altunsaray
Burak Ergün
Doğan Duru
Filiz Erten
Gizem Akman
Monarchi
Mustafa Kandıralı
Serkan Keskin
Toygar Işıklı
Zabelle Panosian
Bloke
El Mahdy Jr.
Mustafa Seyran
Necati Çelik
Serkan Yilmaz
Yıldıray Gürgen
Acedia
Hisarlı Ahmet
Oruç Güvenç
Gani Pekşen
Çetin Alp
İlyas Salman
Şirin Üstün
Alberto Hemsi
Victoria Hazan
Özer Şenay
İlhan Şeşen
İskender Doğan
Aşık Yener
Emekçi
Engin Yörükoğlu
Adnan Koç
DJ Frest
Neyzen Tevfik
Oojami
Parah Dice
Semra Tunç
Kadir İnanır
Yurdal Tokcan
Ayşenur Kolivar
Birol Topaloğlu
Gökhan Birben
Oktay Üst
İsmail Hakkı Demircioğlu
Onur Şenli
Timur Acar
Özer Özel
Gözde Öney
Levent Kırca
Muasır
Volkan Ergen
Demirhan Baylan
Feyzullah Çınar
Gülseven Medar
Hasan Esen
Mahmut Erdal
Pir Sultan Abdal
İlke Türkdoğan
Abdi Coşkun
Birol Yayla
Emir Can İğrek
Osman Kaytazoğlu
Eminem
Erkan Ocaklı
Gülsüm Kamu
İlkin Deniz
Metin & Kemal Kahraman
Mikail Aslan
Umut Altınçağ
İntizar
Fevzi Atlıoğlu
Gulîstan Perwer
Halil Karaduman
Hüseyin Bitmez
Küçük İbo
Mehmet Polat
Mehmet Özbek
İbrahim Tatlıses
Şivan Perwer
Süleyman Yardim
Abdurrahman Tarikçi
Işık Yenersu
Selçuk Yöntem
Abdurrahman Önül
Binali Selman
Ekrem Güyer
Hacı Taşan
Lara
Murat Salim Tokaç
Şeref Taşlıova
İzel
Gültekin Kaçar
Gına
